"RegionID","RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","1997-02","1997-03","1997-04","1997-05","1997-06","1997-07","1997-08","1997-09","1997-10","1997-11","1997-12","1998-01","1998-02","1998-03","1998-04","1998-05","1998-06","1998-07","1998-08","1998-09","1998-10","1998-11","1998-12","1999-01","1999-02","1999-03","1999-04","1999-05","1999-06","1999-07","1999-08","1999-09","1999-10","1999-11","1999-12","2000-01","2000-02","2000-03","2000-04","2000-05","2000-06","2000-07","2000-08","2000-09","2000-10","2000-11","2000-12","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10"
2897,"Charleston County","SC","Charleston-North Charleston","45","019",165,60.69,76.06,66.52,70.31,76.38,65.38,69.87,65.54,85.73,86.21,86.05,84.98,88.1,81.55,84.88,86.71,86.58,83.73,78.9,83.77,77.36,80.17,86.93,86.84,87.01,91.75,90.84,93.95,90.5,89.61,95.98,92.33,92.31,90.39,88.33,84.46,86.96,82.33,87.79,82.75,87.41,88.83,80.02,84.41,82.7,81.23,79.9,82.02,81.3,84.4,76.06,76.68,70.09,65.96,68.37,72.56,64.03,63.21,67.35,70.53,63.31,59.62,60.81,63.41,64.84,64.26,69.3,68.55,69.02,69.47,73.04,62.62,73.9,74.23,67.57,71.24,71.52,71.5,77.08,74.45,80.27,78.95,78.51,82.09,77.44,85.74,89.9,92.31,93.25,94.24,94.97,96.65,95.72,97.59,96.87,96.32,97.32,98.68,98.05,97.8,98.85,98.99,98.67,98.59,98.68,98.42,98.26,98.17,98.15,97.94,97.95,97.82,97.02,95.61,93.83,91.89,87.8,83.38,78.09,68.44,56.14,41.96,32.05,23.56,18.69,16.34,15.3,14.95,15.14,15.35,13.64,13.37,14.25,14.68,15.81,16.54,16.79,15,13.86,12.02,10.07,8.08,6.49,23.49,36.55,43.51,45.73,48.09,49.47,50.83,51.51,52.87,53.99,56.27,59.61,35.13,23.95,19.98,20.23,21.88,23.98,26.77,27.42,24.64,24.71,24.33,23.75,20.6,18.39,17.46,16.23,15.55,14.43,13.1,12.97,13.66,14.73,16.39,19.13,22.9,26.48,29.51,30.83,34.92,39.8,45.35,49.5,55.31,59.79,62.53,64.21,69.65,71.41,73.45,76.65,77.35,77.69,78.36,79.42,79.56,81.07,82.84,82.07,80.94,79.86,79.94,83.28,82.8,81.47,80.42,79.01,77.94,75.44,73.47,73.56,71.64,73.53,75.69,75,74.82,74.46,73.65,72.99,71.42,70.5,70.68,79.54,78.2,76.53,75.77,76.01,,,,76.83,,,,,,,77.61,78,,72.57,75.02,76.65,77.23,67.08,64.63,68.12,69.61,72.6,75.8,77.75,79.08,79.31,77.15,81.08,78.02,75.81
1146,"Lehigh County","PA","Allentown-Bethlehem-Easton","42","077",166,53.73,47.83,36.98,51.19,51.15,68.28,53.21,38.5,49.95,43.85,65.1,61.04,29.78,40.2,43.99,43.91,44.87,35.4,39.43,45.94,63.01,48.48,56.55,59.26,74.49,71.27,64.58,57.04,57.04,69.43,69.77,67.68,48.78,59.96,51.21,43.69,46.93,46.25,66.16,70.59,65.76,63.49,64.14,63.11,69.62,68.03,61.88,71.88,74.53,78.85,63.21,60.42,69.54,67.31,64.98,66.36,72.79,72.57,81.3,80.91,72.18,61.63,69.77,70.04,68.19,70.68,80.13,86.75,83.38,88.28,87.23,87.66,85.66,80.1,86.55,87.49,88.42,90.92,91.32,89.98,91.89,89.33,87.3,88.55,88.59,91.69,88.13,90.48,91.15,92.53,95.44,94.07,93.32,95.37,95.1,94.66,95.73,94.51,96.66,96.61,96.54,97.51,96.06,97.67,97.6,97.66,97.8,97.78,97.76,97.91,97.99,97.86,97.56,96.92,95.91,94.01,91.02,88.36,85.3,82.17,78.95,75.01,68.06,61.88,60.93,58.42,52.88,48.61,44.98,39.65,33.3,27.49,26.73,24.93,22.95,19.76,16.32,14.63,12.88,11.5,11.67,14.95,17.2,13.92,13.47,12.42,11.59,11.92,12.09,11.96,12.23,12.44,14.01,13.99,15.41,16.35,17.03,23.71,32,41.42,47.33,51.77,53.51,50.93,44.25,39.32,34.12,28.64,23.86,20.45,17.54,13.98,11.69,11.05,11,12.57,14.45,14.6,15.49,16.91,18.45,19.68,22.25,22.53,24.5,25.36,27.98,27.58,26.43,25.61,23.65,21.84,21.99,20.82,20.02,19.92,21.87,26.03,26.99,28.57,40.51,48.02,58.19,64.53,69.06,72.82,75.64,76.89,75.99,73.07,71.56,68.99,64.4,60.26,53.72,47.88,49.08,50.06,46.13,43.53,40.97,41.21,43.19,45.39,49.26,53.26,72.94,71.3,67.95,68.6,67.74,72.7,67.18,52.36,53.37,49.66,54.38,62.93,70.51,74.81,73.86,77.03,78.36,76.85,76.48,76.67,76.3,76.57,69.08,63.57,62.76,59.04,63.5,59.69,64.14,69.23,69.38,74.4,77.26,68.8,68.39
1325,"Placer County","CA","Sacramento--Roseville--Arden-Arcade","06","061",167,39.31,48.17,43.23,55.12,49.31,56.1,58.67,66.55,63.41,48.46,68.14,57.3,73.33,77.7,76.93,78.6,81.39,77.93,80.26,78.6,74.67,83.11,76.88,82.43,78.59,77.38,81.95,78.93,78.55,78.07,81.38,85.77,84.6,84.92,87.42,85.95,91.27,90.31,89.03,91.24,92.51,94.41,95.15,93.94,94.18,95.72,96.7,95.15,94.85,95.57,95.34,94.8,94.07,93.91,93.46,92.75,90.89,85.9,79.45,78.28,75.13,73.62,70.91,65.31,71.02,73.34,86.1,88.82,92.05,91.67,91.27,92.81,93.78,92.83,93.96,93.58,93.39,94.26,92.21,93.59,92.95,94.03,93.61,91.45,91.93,94.62,95.59,96.15,97.79,97.6,98.26,98.17,98.62,98.46,98.64,98.66,98.01,97.9,98.07,97.81,97.59,97.57,97.07,96.06,97.27,95.89,94.97,92.21,88.74,78.83,63.95,49.49,38.87,29.79,23.39,17.2,14.02,12.11,9.72,9.11,8.88,9.22,8.37,7.71,7.21,6.47,6.43,7.49,7.53,6.96,7.28,5.84,4.18,3.53,3.22,3.24,3.1,3.74,4.13,4.07,3.89,3.69,3.05,5.34,7.82,10.06,11.48,12.47,12.71,13.24,13.64,13.53,13.8,15.05,16.49,10.78,8.64,8.1,8.5,8.92,9.3,8.66,8.01,8,8.29,8.44,8.48,9.23,9.28,8.87,7.82,7.93,7.62,8.67,9.05,10.65,11.4,13.65,16.16,19.09,22.23,27.67,36.64,49.67,62.05,71.94,77.96,81.62,84.99,87.43,89.13,90.05,90.77,91.7,92.35,92.85,93.96,94.39,94.29,93.97,93.92,93.57,93.56,94.15,93.31,92.6,91.98,89.67,84.94,80.85,77.05,72.78,67.77,65.63,63.5,58.32,60.27,60.63,60.88,63.14,66.22,68.04,70.54,72.62,75.14,77.39,77.85,78.09,74.76,74.81,75.67,85.59,84.14,84.88,84.14,81.54,80.59,80.81,82.09,89.41,91.11,90.11,89.55,88.73,89.14,89.5,89.08,88.99,84.33,88.49,82.95,73.09,67.95,76.52,78.58,76.9,80.42,76.33,81,78.5,76.9
2869,"Washtenaw County","MI","Ann Arbor","26","161",168,,,,,,,,,,,,,,,,,,,,,,,,73.76,67.38,70.72,69.29,67.1,70.32,69.44,72.22,73.86,75.14,74,81.53,86.22,87.77,87.08,89.28,88.9,88.8,91.42,89.54,86.11,91.32,89.77,86.93,85.77,85.67,77.51,77.29,78.21,79.31,78.72,80.09,82.75,81.59,80.98,74.46,71.57,66.86,78.84,73.37,74.52,78.66,81.34,70.08,76.19,73.21,73.98,70.14,76.6,72.33,68.66,79.26,72.21,65.16,72.36,72.9,66.84,71.55,62.08,58.54,74.4,70.12,76.09,54.84,59.4,71.93,60.51,57.16,54.03,59.5,71.55,72.99,42.78,46.37,49.01,70.19,76.71,61.56,67.77,70.85,68.4,48.51,38.5,39.01,38.96,33.03,33.84,33.36,28.34,25.6,24.71,21.91,21.22,21.83,23.25,16.43,12.22,11.15,9.33,7.5,7.72,7.85,7.68,6.91,5.31,4.74,4.17,5.19,4.51,4.36,3.73,3.94,3.77,4.12,4.56,5.22,6.46,6.15,6.53,6.58,13.99,15.39,19.14,20.57,22.62,22.69,22.35,22.59,22.19,24.52,26.24,30.01,23.64,25.07,27.31,30.15,34.21,38.83,38.48,40.82,43.65,45.4,44.67,40.37,39.65,38,35.37,35.22,32.16,29.32,30.98,31.1,27.47,26.44,25.13,30.91,36.41,40.45,46.07,49.93,56.73,61.29,64.19,68.4,74.25,77.75,81.57,82.93,84.77,86.53,87.32,88.44,88.62,89.68,91.3,91.86,92,91.88,91.72,90.88,89.69,88.78,88.59,87.35,84.45,81.15,78.21,74.35,71.08,67.81,63.82,60.98,58.61,60.07,61.9,62.3,60.11,57.6,55.55,56.42,58.43,60.27,63.1,79.09,76.27,76.96,71.82,74.91,85.24,87.63,89.89,90.39,88.08,87.84,86.1,87.03,91.48,91.5,91.52,90,86.94,87.32,85.95,87.81,84.24,90.37,87.48,86.36,83.81,77.13,83.16,81.57,86.91,85.98,85.18,81.7,68.45,69.9
1953,"Orleans Parish","LA","New Orleans-Metairie","22","071",169,36.79,34.35,44.57,45.27,47.1,27.46,37.22,50.66,57.39,49.17,42.02,49.84,69.14,71.21,62.17,61.46,50.52,67.1,63.24,57.17,54.24,59.18,67.45,63.17,55.98,64.09,48.34,43.6,45.09,47.41,51.06,40.6,46.12,57.74,49.02,53.86,52.64,50.11,57.91,56.65,58.76,58.06,50.7,57.62,50.88,42.23,46.42,39.23,47.91,47.64,37.39,47.06,54.8,45.99,55.36,52.27,60.68,62.54,57.91,71.14,60.5,49.99,62.27,61.26,43.74,47.16,39.51,39.84,37.42,37.11,47.33,31.42,37.39,52.57,44.47,46.7,59.94,60.13,63.62,66.67,67.94,67.27,56.09,68.05,65.27,58.67,55.59,58.37,56.4,50.98,47.5,82.32,87.07,93.43,87.26,94.87,73.76,82.72,82.19,87.54,87.06,87.25,87.04,4.05,79.32,81.57,82.49,79.82,76.03,66,54.18,50.74,42.64,34.57,29.04,26.75,24.08,21.14,17.22,15.38,15.7,17.18,19.61,21.36,26.26,33.84,41.48,46.72,48.14,49.6,51.82,52.36,45.8,40.67,38.86,39.23,39.62,39.18,41.57,41.03,43.01,44.54,45.16,64.62,71.76,77.83,77.26,73.96,69.28,64.5,61.99,62.23,60.01,54.27,52.13,44.34,36.03,33.83,33.39,35.28,39.66,41.2,36.84,38.4,41.27,45.54,47.9,49.11,51.37,52.34,51.09,48.65,44.93,44.01,44.81,44.42,47.54,52.59,55.78,59.69,63.39,63.5,66.25,69.12,71.71,72.44,85.57,85.27,86.19,85.58,85.38,85.97,86.23,86.83,87.05,88.07,87.41,87.2,83.83,78.32,64.98,57.34,53.96,45.23,44.13,42.58,38.4,34.14,35.48,36.16,37.16,35.47,34.27,36.04,34.84,36.81,37.47,36.34,39.99,45.93,49.9,52.6,57.83,58.78,58.38,56.16,77.41,66.28,61.13,59.25,58.8,75.64,77.65,75.52,82.2,84.5,83.53,82.32,70.9,69.42,71.11,66.64,59.59,53.52,50.89,46.78,46.59,44.7,44.54,36.62,49.3,42.53,40.07,51.61,58.88,59.71,52.67,52.26,60.21,69.35,65.87
1894,"Madison County","AL","Huntsville","01","089",170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.64,65.05,64.38,63.34,63.1,63.51,64.76,68.21,69.31,70.7,72.05,73.22,73.54,72.5,72.12,72.1,72.13,62.99,57.44,51.85,44.59,38.9,36.17,35.31,31.53,32.29,31.51,30.01,29.39,36.19,47.26,47.88,48.44,51.78,49.33,44.74,48.7,43.25,41.39,42.01,41.17,39.51,38.28,38.67,39.56,38,36.69,37.61,37.11,38.98,38.87,46.31,44.84,40.86,36.05,36.19,34.62,33.19,31.5,30.35,30.36,28.7,28.69,22.72,23.72,23.7,25.33,25.18,26.25,26.89,28.44,28.29,26.95,26.01,25.9,25.9,27.18,28.06,30.46,33.26,33.77,35.33,36.47,37.8,39.92,40.34,41.79,42.48,41.92,41.16,42.8,43.51,46.59,44.25,45.59,44.59,46.53,45.59,45.67,45.89,46.24,46.41,45.81,46.22,43.93,44.16,46.06,49.44,50.84,54.31,54.87,54.67,53.52,52.85,53.62,52.59,47.01,49.46,47.85,48.6,49.02,56.79,55.56,56,56.69,59.14,60.67,61.77,61.75,57.62,55.77,51.78,54.98,66.46,63.49,62.37,63.7,69.7,62.99,59.98,53.15,55.55,62.22,68.24,63.98,75.96,71.89,80.58,73.9,51.62,54.02
1161,"Marion County","FL","Ocala","12","083",171,46.68,58.09,58.85,53.95,63.12,63,76.35,73.36,61.24,60.82,53.34,64.84,68.13,66.28,63.55,62.65,67.84,67.86,42.79,66.23,71.37,64.58,63.91,65.61,66.51,62.09,57.48,73.72,60.73,60.84,75.86,68.6,55.81,59.66,75.32,70.5,68.92,62.96,65.57,54.5,59.84,58.67,47.31,57.18,68.16,64.89,55.18,55.66,57.6,71.93,62.74,73.82,72.46,57.96,71.27,67.55,61.66,66.27,73.66,73.35,66.37,59.01,73.09,67.43,55.01,73.11,58.94,76.47,81,72.92,71.51,77.21,75.56,72.18,78.86,82.18,83.35,81.6,94.09,89.78,77.5,90.17,89.48,83.75,81.41,90.58,90.91,87.05,93.54,95.17,92.2,95.7,97.46,95.9,97.38,99.02,98.65,98.63,98.38,99.3,99.42,99.48,99.52,99.65,99.7,99.62,99.65,99.61,98.79,98.48,98.34,98.2,98.08,97.91,97.51,96.48,95.26,94.01,90.39,81.86,73.74,60.89,51.95,43.6,33.69,27.72,21.4,18.35,15.98,11.41,8.97,8.05,6.78,6.23,5.83,5.19,4.29,3.67,4.02,3.46,3.07,3.41,3.23,5.58,6.92,6.82,7.18,7.46,8.32,7.62,7.23,7.59,7.8,8.01,8.56,5.55,5.23,5.5,5.9,6.15,6.24,6.94,7.74,7.75,8.19,8.53,8.88,9.25,7.92,7.72,8.41,9.3,9.71,9.28,9.46,10.74,11.38,13.17,15.22,18.07,21.09,25.82,29.65,34.19,38.75,43.88,48.86,51.37,54.57,56.97,58.03,59.45,59.84,59.49,60.36,61.68,63.17,65.36,67.02,68.21,69.91,71.07,72.44,74.05,75.01,76.56,80.43,81.42,81.27,80.09,78.77,77.37,75.78,74.55,74.03,72.86,72.42,72.86,74.12,73.84,73.13,73.37,73.53,72.25,69.24,66.53,74.39,75.61,76.7,74.27,72.02,78.83,79.22,81.02,79.93,81.44,83.08,85.44,86.53,86.19,83.94,84.27,85.19,84.8,83.2,82.26,84.65,85.13,83.49,85.47,79.49,75.3,76.75,77.12,78.28,77.64,76.22,78.86,84.29,83.24,81.46
373,"Anoka County","MN","Minneapolis-St. Paul-Bloomington","27","003",172,77.61,65.4,65.21,68.99,49.41,66,68.21,66.53,77.06,76.97,75.55,70.82,66.47,68.53,66.44,73.55,78.48,77.2,77.68,80.2,75.94,79.1,80.78,81.17,76.45,83.74,85.92,84.54,89.43,91.27,93.14,93.86,95.26,94.17,91.39,90.79,94.94,89.64,90.29,90.14,88.61,89.33,88.8,90.07,89.68,88.9,89.09,91.08,91.7,94.54,94.82,91.56,90.97,90.01,90.36,93,92.12,95.63,96.44,95.07,88.22,86.54,88.84,89.56,92.58,92.05,93.89,93.29,93.74,93.8,90.46,93.79,95.34,93.98,92.55,92.68,92.84,94.48,95.41,94.27,93.08,90.39,95.02,96.29,89.96,96.85,93.28,96.28,96.78,96.57,95.74,93.54,95.19,94.96,92.15,84.44,94.8,86.58,88.86,87.08,89.53,86.25,84.86,90.37,87.81,84.66,84.43,87.77,87.7,83.8,80.4,75.03,70.31,65.61,62.31,55.56,45.63,40.13,36.47,28.22,24.52,25.23,24.25,20.77,16.34,11.95,7.52,4.78,4.24,2.83,2.29,2.25,1.98,1.85,1.18,0.75,0.51,0.39,0.49,0.48,0.35,0.3,0.16,0.46,0.73,0.99,1.41,1.87,2.17,2.91,3.14,3.37,4.61,6.79,9.7,8.58,8.52,9.64,9.34,10.48,11.21,10.68,10.07,9.2,8.03,6.69,6.07,5.43,5.15,5.73,5.39,4.12,3.28,3.13,2.99,3.21,3.23,3.53,4.08,5.25,6.93,9.55,12.48,20.02,30.14,42.47,54.66,65.23,73.18,80.3,86.13,90.28,93.21,94.49,94.95,94.91,95.71,95.57,95.64,95.56,95.71,95.43,94.26,91.6,88.66,85.16,84.08,78.94,73.85,67.85,61.81,57.04,56.18,53.93,53.09,55.36,59.9,65.5,67.9,70.24,68.77,72.84,71.47,74.45,77.46,77.16,81.29,87.61,88.44,90.93,89.14,92.55,91.02,88.79,91.52,92.26,92.66,91.39,87,83.96,89.88,96.5,97.94,97.99,95.57,94.39,93.5,95.16,96.42,95.07,94.43,92.22,80.78,51.71,47.65,39.95,74.64,81.58,90.27,86.64,86.53
2552,"Somerset County","NJ","New York-Newark-Jersey City","34","035",173,48.8,42.38,54.12,45.35,52.37,45.23,43.67,46.17,43.33,42.23,53.08,48.1,56.15,51.75,57.26,62.9,53.18,56.91,62.28,64.92,68.1,66.94,67.17,72.12,68.84,74.16,70.13,68.61,73.56,74.83,76.53,75.64,76.24,78.26,83.58,82.15,75.71,79.68,80.64,77.63,81.27,82.93,78.94,82.5,84.12,79.79,82.52,85.33,90.63,85.84,82.74,81.62,78.87,86.35,86.56,85.03,89.14,87.91,87.35,83.29,80.84,83.11,84,88.43,90.6,84.66,94.59,95.17,95.08,95.1,96.62,96.35,97.05,96.76,96.21,93.94,94.99,92.98,90.92,91.28,94.73,92.37,87.74,89.82,91.76,92.6,93.23,95.56,95.84,96.53,96.76,96.89,96.52,98.34,98.79,98.94,98.33,98.02,98.45,98.1,97.95,98.77,98.78,98.28,99.23,99.18,98.89,98.51,97.99,97.02,96.12,93.9,89.06,78.66,69.24,57.04,37.65,25.81,19.49,17.78,16.77,17.2,17.78,15.74,15.16,14.46,12.62,13.24,13.32,14.26,13.5,12.05,10.76,9.43,6.9,5.69,5.28,4.42,4.46,4.21,4.61,4.18,3.58,4.32,5.77,6.14,6.62,6.73,6.5,6.86,7.05,7.89,8.34,10.02,12.28,9.82,8.2,8.91,12.46,16.74,21.19,23.51,23.18,21.74,23.58,22.12,21,17.21,17.14,17.03,12.73,11.73,9.19,8.53,9.06,10.88,11.44,11.83,11.38,12.2,10.92,10.14,10.96,11.52,13.75,15.21,16.18,16.55,17.06,16.42,18.64,21.66,25.51,28.55,31.19,35.16,40.71,49.29,58.93,67.05,73.36,81.32,82.81,83.12,87.28,88.79,90.99,89.2,86.09,84.14,80.52,76.56,72.79,68.2,64.49,62.62,60.08,60.71,53.31,41,35.45,27.02,24.59,26.09,26.34,33.16,42,43.12,57.27,65.65,63.36,70.09,58.97,51.15,50.05,50.17,58.57,63.47,67.43,66.41,70.1,68.14,41.73,35.12,38.44,56.97,63.79,64.53,70.34,62.03,64.38,64.55,51.82,53.39,74.86,82.11,84.96,69,55.36,30.47,33.2
1916,"Manatee County","FL","North Port-Sarasota-Bradenton","12","081",174,,,64.99,61.09,63.62,56.1,61.57,54.87,42.97,47.05,55.98,64.57,67.29,65.99,54.31,60.46,59.51,59.39,61.93,68.01,71.56,73.05,58.81,62.47,59.3,66.66,73.96,75.71,71.15,79.94,73.56,67.95,75.67,70.67,77.72,78.87,83.26,75.83,76.04,74.23,79.64,72.5,76.75,84.65,78.31,83.72,87.61,85.43,87.37,89.05,88.21,92.03,88.8,87.92,90.03,87.08,87.6,91.08,88.99,91.08,90.53,87.48,90.39,87.51,91.23,91.38,94.81,94.73,94.51,93.13,91.23,91.12,92.56,94.97,93.81,93.43,93.35,93.52,94.44,93.02,93.99,94.45,94.98,91.94,92.61,93.04,95.13,95.84,96.92,97.62,97.56,98.12,98.34,98.35,98.94,99.46,99.63,99.76,99.79,99.81,99.86,99.91,99.95,99.93,99.67,99.62,99.53,99.46,99.33,98.99,98.34,97.17,94.71,86.66,70.39,54.22,39.92,29.21,20.43,14.39,10.59,8,6.65,5.27,3.98,3.49,3.23,3.11,3.42,3.03,2.54,2.22,1.79,1.43,1.1,0.91,0.77,0.77,0.78,0.76,0.66,0.57,0.56,1.69,2.94,3.88,5.1,5.7,6.19,7.14,7.95,9.12,10.66,13.26,15.08,11.33,10.41,11.3,13.01,15.45,17.55,17.17,16.41,15.75,15.85,15.13,14.68,13.96,14.57,14.8,13.96,13.75,13.78,14.95,16.11,17.22,17.69,19.06,23.05,27.37,30.13,34.78,40.02,45.46,52.03,57.3,63.4,66.87,70.75,73.56,74.4,73.85,74.64,75.79,76.68,79.92,82.1,84.76,86.27,87.27,88.42,90.19,91.36,92.88,92.96,93.02,94.74,93.83,92.43,90.73,88.58,87.25,85.12,81.91,79.69,77.11,78.96,80.18,82.11,81.49,81.89,81.33,82.97,83.39,81.11,80.43,88.01,87.21,86.46,84.16,80.57,87.36,87.81,87.28,86.83,85.2,84.67,84.49,86.18,85.59,87.25,86.06,86.07,84.68,80.96,76.79,76.23,76.56,59.32,55.17,51.78,52.42,53.95,61.14,60.08,56.58,59.5,63.47,69.55,72.7,74.16
1638,"Collier County","FL","Naples-Immokalee-Marco Island","12","021",175,54.11,54.93,56.65,45.82,59.24,70.36,63.16,58.4,58.55,65.14,57.91,61.32,69.35,57.96,63.49,67.69,73.17,65.99,69.35,71.59,67.54,63.34,64.58,69.79,65.98,77.56,71.33,70.46,63.87,72.25,73.14,69.73,77.3,78.66,77.04,75.51,84.03,76.75,80.37,82.46,85.25,84.82,85.92,83.97,86.94,83.95,85.09,84.19,83.04,85.61,83.2,81.08,82.81,84.28,83.72,86.84,82.54,83.97,82.18,81.13,81.49,80.95,81.54,81.69,80.4,79.96,90.91,92.67,91.29,91.1,90.5,90.48,88.91,93.53,91.98,87.19,86.45,87.85,88.21,87.13,87.94,87.62,87.08,89.54,90.73,87.73,89.98,91.78,92.96,95.21,95.37,96.06,96.79,96.94,98.01,98.73,99.21,99.52,99.73,99.86,99.89,99.82,99.85,99.86,99.68,99.66,99.28,98.96,98.46,97.85,95.92,92.45,87.21,83.4,78.06,69.92,59.55,46.3,34.91,28.22,25.29,18.61,12.98,9.71,7.74,6.05,5.16,4.27,3.69,3.3,3.14,2.78,2.41,2.3,2.39,2.87,3.01,3.16,3.54,3.47,3.09,3.02,2.52,4.19,5.5,6.37,6.93,6.75,6.52,6.99,7.6,9.1,11.12,12.89,16.37,12.16,12.57,14.85,18.41,19.43,22.12,24.14,24.07,23.04,21.71,21.38,20.01,19.93,20.12,19.69,17.84,17.63,18.53,19.43,21.35,23.54,25.67,25.44,27.47,29.22,31.19,36.99,44.06,50.62,54.22,56.13,57.72,58.6,61.21,65.69,67.83,71.31,74.31,76.16,75.75,75.16,75.96,79.61,81.7,83.03,85.64,86.27,87.63,88.03,88.9,89.57,90.61,89.85,88.44,87.01,87.12,86.98,85.37,85.47,84.33,81.71,79.59,78.65,82.99,85.96,88.26,88.83,88.38,87.03,83.95,80.92,89.92,90.45,89.2,86.07,82.48,85.36,81.41,77.23,82.34,83.91,82.04,79.75,77.77,75.09,70.9,67.66,62.89,58.43,56.69,55.24,47.95,44.28,40.35,37.57,33.64,38.79,47.96,49.65,54.39,65.66,67.57,74.05,68.1,50.55,42.05
1893,"Luzerne County","PA","Scranton--Wilkes-Barre--Hazleton","42","079",176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.09,,,,,,,,,,59.65,58.76,,64.19,38.59,,,,,,,,,,,69.4,72.92,,,60.53,76.8,68.84,67.29,65.01,39.03,8.48,10.33,29.26,36.07,30.95,47.04,49.56,30.44,34.68,35.17,28.61,47.03,42.74,51.35,42.39,54.43,51.44,49.7,53.17,58.43,68.68,55.28,57.64,76.42,77.4,57.16,72.74,79.07,67.45,71.2,72.83,74.92,74.81,78.31,80.64,82.61,83.29,83.99,84.82,85.72,85.48,84.76,81.69,78.52,76.1,75.41,78.32,79.89,80.23,81.97,84.01,84.79,84.3,83.15,81.97,80.52,77.42,75.48,67.88,58.56,50.92,40.68,34.56,31.37,31.35,29.93,32.96,34.39,37.37,39.16,42.14,48.18,49.27,45.31,44.37,43.61,43.66,45.02,43.6,43.39,42.71,43.65,43.81,40.82,42.09,52.85,57.28,59.96,60.67,59.36,56.45,54.3,53.15,50.62,47.95,43.96,38.68,32.19,28.74,25.69,21.98,20.21,18.76,18.26,17.17,18.24,18.63,19.81,21.92,24.7,24.54,24.89,25.64,26.78,27.95,29.12,29.23,28.93,27.98,28.77,27.85,27.06,27.15,26.74,29.46,33.76,35.46,37.59,42.69,48.85,54.13,57,60,64.2,63.01,61.01,57.85,55.41,54.58,53.69,51.46,49.07,47.17,45.88,45.1,44.64,44.32,44.43,46.48,44.9,44.1,43.73,40.29,44.09,42.96,41.78,43.68,46.16,47.68,37.04,39.84,40.86,44.91,50.28,55.46,57.91,57.56,59.58,60.78,63.82,64.26,64.66,67.99,66.21,65.59,62.07,63.06,58.26,58.71,59.48,62,67.3,67.2,66.89,64.21,66.02,63.34,50.75,52.3
